type,name,virtualsite_url,speakers/authors,abstract
Poster,PruNeRF: Segment-Centric Dataset Pruning via 3D Spatial Consistency,https://ICML.cc//virtual/2024/poster/33175,"Yeonsung Jung, Heecheol Yun, Joonhyung Park, Jin-Hwa Kim, Eunho Yang","Neural Radiance Fields (NeRF) is a method for 3D scene modeling that employs fully-connected networks to learn 3D geometric information and synthesize high-quality novel views. However, NeRF exhibits vulnerability in preserving 3D consistency when confronted with distractors in the training images -- unexpected objects are present only within specific views, such as moving entities like pedestrians or birds. A straightforward solution is to exclude distractors during the dataset construction phase. Nevertheless, without prior knowledge of the types and quantities of distractors, excluding distractors from multi-view images is extremely costly. In this paper, we propose a segment-wise dataset pruning via 3D spatial consistency, which can be easily integrated with other NeRF models in a plug-and-play manner. Our motivation stems from the fact that humans identify distractors in multiple images by assessing spatial consistency in the 3D space. First, to accurately quantify the anomality, we introduce influence functions for the first time in NeRF. Then, we evaluate the 3D spatial consistency using a geometry-based reprojection technique. Furthermore, to enhance the preciseness in identifying distractors not at the pixel-level but at the segment-level, we integrate segmentation. Our empirical results on benchmark datasets demonstrate superior robustness against the presence of distractors compared to the state-of-the-art methods."
Poster,Pruner-Zero: Evolving Symbolic Pruning Metric From Scratch for Large Language Models,https://ICML.cc//virtual/2024/poster/35128,"Peijie Dong, Lujun Li, Zhenheng Tang, Xiang Liu, Xinglin Pan, Qiang Wang, Xiaowen Chu","Despite their remarkable capabilities, Large Language Models (LLMs) face deployment challenges due to their extensive size and parameter redundancy. Pruning methods drop a subset of weights to accelerate, but many of them require retraining, which is prohibitively expensive and computationally demanding. Recently, some post-training pruning approaches have presented various pruning metrics and can prune LLMs without retraining. However, these pruning metrics require the involvement of human experts and tedious try-and-trial. To efficiently seek superior pruning metrics, we develop an automatic search of symbolic pruning metric framework via genetic programming. In particular, we deconstruct previous pruning metrics to a set of symbols and then devise an elaborate search space encompassing the existing pruning metrics to discover the potential symbolic pruning metric. We proposed an opposing operation simplification strategy to increase the diversity of the population. In this way, our Pruner-Zero framework allows to auto-generation of symbolic pruning metrics without expert knowledge. Based on the searched results, we explore the correlation between pruning metrics and performance after pruning, and summarize some principles. Extensive experiments on LLaMA and LLaMA-2 on language modeling and zero-shot tasks demonstrate that our Pruner-Zero obtains superior performance than SOTA post-training pruning methods including SparseGPT and Wanda."
Poster,"Pruning Small Pre-Trained Weights $\textit{Irreversibly}$ and $\textit{Monotonically}$ Impairs ``Difficult"" Downstream Tasks in LLMs",https://ICML.cc//virtual/2024/poster/34569,"Lu Yin, Ajay Jaiswal, Shiwei Liu, Souvik Kundu, Zhangyang “Atlas” Wang","We present $\textit{Junk DNA Hypothesis}$ by adopting a novel $\textit{task-centric}$ angle for the pre-trained weights of large language models (LLMs). It has been believed that weights in LLMs contain significant redundancy, leading to the conception that a considerable chunk of the parameters can be removed by $\textit{pruning}$ without compromising performance. Contrary to this belief, this paper presents a $\textit{counter-argument}$: small-magnitude weights of pre-trained model weights encode vital knowledge essential for tackling difficult downstream tasks - manifested as the $\textbf{monotonic}$ $\textbf{relationship}$ between the performance drop of downstream tasks across the difficulty spectrum, as we prune more pre-trained weights by magnitude. Moreover, we reveal that these seemingly inconsequential weights can result in $\textbf{irreparable loss}$ of knowledge and performance degradation in difficult tasks, even when downstream continual training is allowed. Interestingly, our evaluations show that the other popular compression, namely $\textbf{quantization}$  $\textbf{fail}$ to exhibit similar ``monotonic"" effect and does not as convincingly disentangle this task-difficulty information. To study formally, we introduce several quantifiable metrics to \textit{gauge the downstream task difficulty}: (a) within the same task category, and (b) across different task categories. Our extensive experiments substantiate the Junk DNA Hypothesis across a diverse range of model sizes, tasks, datasets, and even pruning methods. Codes will be released."
Poster,Pseudo-Calibration: Improving Predictive Uncertainty Estimation in Unsupervised Domain Adaptation,https://ICML.cc//virtual/2024/poster/33805,"Dapeng Hu, Jian Liang, Xinchao Wang, Chuan-Sheng Foo","Unsupervised domain adaptation (UDA) has seen substantial efforts to improve model accuracy for an unlabeled target domain with the help of a labeled source domain. However, UDA models often exhibit poorly calibrated predictive uncertainty on target data, a problem that remains under-explored and poses risks in safety-critical UDA applications. The calibration problem in UDA is particularly challenging due to the absence of labeled target data and severe distribution shifts between domains. In this paper, we approach UDA calibration as a target-domain-specific unsupervised problem, different from mainstream solutions based on \emph{covariate shift}. We introduce Pseudo-Calibration (PseudoCal), a novel post-hoc calibration framework. Our innovative use of inference-stage \emph{mixup} synthesizes a labeled pseudo-target set capturing the structure of the real unlabeled target data. This turns the unsupervised calibration problem into a supervised one, easily solvable with \emph{temperature scaling}.Extensive empirical evaluations across 5 diverse UDA scenarios involving 10 UDA methods consistently demonstrate the superior performance and versatility of PseudoCal over existing solutions."
Poster,Purifying Quantization-conditioned Backdoors via Layer-wise Activation Correction with Distribution Approximation,https://ICML.cc//virtual/2024/poster/34693,"Boheng Li, Yishuo Cai, Jisong Cai, Yiming Li, Han Qiu, Run Wang, Tianwei Zhang","Model quantization is a compression technique that converts a full-precision model to a more compact low-precision version for better storage. Despite the great success of quantization, recent studies revealed the feasibility of malicious exploiting model quantization to implant quantization-conditioned backdoors (QCBs). These special backdoors remain dormant in full-precision models but are exposed upon quantization. Unfortunately, existing defenses have limited effects on mitigating QCBs. In this paper, we conduct the first in-depth analysis of QCBs. We reveal an intriguing characteristic of QCBs, where activation of backdoor-related neurons on even benign samples enjoy a distribution drift after quantization, although this drift is more significant on poisoned samples. Motivated by this finding, we propose to purify the backdoor-exposed quantized model by aligning its layer-wise activation with its full-precision version. To further exploit the more pronounced activation drifts on poisoned samples, we design an additional module to layer-wisely approximate poisoned activation distribution based on batch normalization statistics of the full-precision model. Extensive experiments are conducted, verifying the effectiveness of our defense and its resistance to the adaptive attack."
Poster,Purify Unlearnable Examples via Rate-Constrained Variational Autoencoders,https://ICML.cc//virtual/2024/poster/35206,"YI YU, Yufei Wang, Song Xia, Wenhan Yang, Shijian Lu, Yap-peng Tan, Alex Kot","Unlearnable examples (UEs) seek to maximize testing error by making subtle modifications to training examples that are correctly labeled.Defenses against these poisoning attacks can be categorized based on whether specific interventions are adopted during training.The first approach is training-time defense, such as adversarial training, which can mitigate poisoning effects but is computationally intensive.The other approach is pre-training purification, e.g., image short squeezing, which consists of several simple compressions but often encounters challenges in dealing with various UEs.Our work provides a novel disentanglement mechanism to build an efficient pre-training purification method.Firstly, we uncover rate-constrained variational autoencoders (VAEs), demonstrating a clear tendency to suppress the perturbations in UEs. We subsequently conduct a theoretical analysis for this phenomenon.Building upon these insights, we introduce a disentangle variational autoencoder (D-VAE), capable of disentangling the perturbations with learnable class-wise embeddings.Based on this network, a two-stage purification approach is naturally developed. The first stage focuses on roughly eliminating perturbations, while the second stage produces refined, poison-free results, ensuring effectiveness and robustness across various scenarios.Extensive experiments demonstrate the remarkable performance of our method across CIFAR-10, CIFAR-100, and a 100-class ImageNet-subset.Code is available at https://github.com/yuyi-sd/D-VAE."
Poster,Pursuing Overall Welfare in Federated Learning through Sequential Decision Making,https://ICML.cc//virtual/2024/poster/33455,"Seok-Ju Hahn, Gi-Soo Kim, Junghye Lee","In traditional federated learning, not all clients can be equally benefited from a trained global model. Therefore, the need to achieve the *client-level fairness* in a federated learning system has been emphasized, which can be realized by modifying the static aggregation scheme for updating the global model to an adaptive one, in response to the local signals of the participating clients.Our work reveals that existing fairness-aware aggregation strategies can be unified into an online convex optimization framework, in other words, a central server's *sequential decision making* process.To enhance the decision making capability, we propose simple and intuitive improvements for suboptimal designs within existing methods, bringing into **AAggFF**. Considering practical requirements, we further subdivide our method tailored for the *cross-device* and the *cross-silo* settings, respectively. Theoretical analyses guarantee sublinear regret upper bounds for both settings: $\mathcal{O}(\sqrt{T \log{K}})$ for the cross-device setting, and $\mathcal{O}(K \log{T})$ for the cross-silo setting, with $K$ clients and $T$ federation rounds. Extensive experiments demonstrate that the federated learning system equipped with **AAggFF** achieves a better degree of client-level fairness than existing methods in both practical settings."
Poster,Q-Align: Teaching LMMs for Visual Scoring via Discrete Text-Defined Levels,https://ICML.cc//virtual/2024/poster/34130,"Haoning Wu, Zicheng Zhang, Weixia Zhang, Chaofeng Chen, Liang Liao, Chunyi Li, Yixuan Gao, Annan Wang, Erli Zhang, Wenxiu Sun, Qiong Yan, Xiongkuo Min, Guangtao Zhai, Weisi Lin","The explosion of visual content available online underscores the requirement for an accurate machine assessor to robustly evaluate scores across diverse types of visual contents. While recent studies have demonstrated the exceptional potentials of large multi-modality models (LMMs) on a wide range of related fields, in this work, we explore how to teach them for visual rating aligning with human opinions. Observing that human raters only learn and judge discrete text-defined levels in subjective studies, we propose to emulate this subjective process and teach LMMs with text-defined rating levels instead of scores. The proposed Q-Align achieves state-of-the-art accuracy on image quality assessment (IQA), image aesthetic assessment (IAA), as well as video quality assessment (VQA) under the original LMM structure. With the syllabus, we further unify the three tasks into one model, termed the OneAlign. Our experiments demonstrate theadvantage of discrete levels over direct scores on training, and that LMMs can learn beyond the discrete levels and provide effective finer-grained evaluations. Code and weights will be released."
Poster,QBMK: Quantum-based Matching Kernels for Un-attributed Graphs,https://ICML.cc//virtual/2024/poster/34117,"Lu Bai, Lixin Cui, Ming Li, Yue Wang, Edwin Hancock","In this work, we develop a new Quantum-based Matching Kernel (QBMK) for un-attributed graphs, by computing the kernel-based similarity between the quantum Shannon entropies of aligned vertices through the Continuous-time Quantum Walk (CTQW). The theoretical analysis reveals that the proposed QBMK kernel not only addresses the shortcoming of neglecting the structural correspondence information between graphs arising in existing R-convolution graph kernels, but also overcomes the problem of neglecting the structural differences between pairs of aligned vertices arising in existing vertex-based matching kernels. Moreover, the proposed QBMK kernel can simultaneously capture both global and local structural characteristics through the quantum Shannon entropies. Experimental evaluations on standard graph datasets demonstrate that the proposed QBMK kernel is able to outperform state-of-the-art graph kernels and graph deep learning approaches."
Poster,Q-learning Transformer for Offline Reinforcement Learning,https://ICML.cc//virtual/2024/poster/33072,"Shengchao Hu, Ziqing Fan, Chaoqin Huang, Li Shen, Ya Zhang, Yanfeng Wang, Dacheng Tao","Recent advancements in offline reinforcement learning (RL) have underscored the capabilities of Conditional Sequence Modeling (CSM), a paradigm that learns the action distribution based on history trajectory and target returns for each state. However, these methods often struggle with stitching together optimal trajectories from sub-optimal ones due to the inconsistency between the sampled returns within individual trajectories and the optimal returns across multiple trajectories. Fortunately, Dynamic Programming (DP) methods offer a solution by leveraging a value function to approximate optimal future returns for each state, while these techniques are prone to unstable learning behaviors, particularly in long-horizon and sparse-reward scenarios. Building upon these insights, we propose the Q-learning Transformer (QT), which combines the trajectory modeling ability of the Transformer with the predictability of optimal future returns from DP methods. QT learns an action-value function and integrates a term maximizing action-values into the training loss of the conditional sequence modeling, which aims to seek optimal actions that align closely with the behavior policy. Empirical evaluations on D4RL benchmark datasets demonstrate the superiority of QT over traditional DP and CSM methods, highlighting the potential of QT to enhance the state of the art in offline RL."
Poster,QORA: Zero-Shot Transfer via Interpretable Object-Relational Model Learning,https://ICML.cc//virtual/2024/poster/33052,"Gabriel Stella, Dmitri Loguinov","Although neural networks have demonstrated significant success in various reinforcement-learning tasks, even the highest-performing deep models often fail to generalize. As an alternative, object-oriented approaches offer a promising path towards better efficiency and generalization; however, they typically address narrow problem classes and require extensive domain knowledge. To overcome these limitations, we introduce *QORA*, an algorithm that constructs models expressive enough to solve a variety of domains, including those with stochastic transition functions, directly from a domain-agnostic object-based state representation. We also provide a novel benchmark suite to evaluate learners' generalization capabilities. In our test domains, QORA achieves $100\%$ predictive accuracy using almost four orders of magnitude fewer observations than a neural-network baseline, demonstrates zero-shot transfer to modified environments, and adapts rapidly when applied to tasks involving previously unseen object interactions. Finally, we give examples of QORA's learned rules, showing them to be easily interpretable."
Poster,Q-Probe: A Lightweight Approach to Reward Maximization for Language Models,https://ICML.cc//virtual/2024/poster/33407,"Kenneth Li, Samy Jelassi, Hugh Zhang, Sham Kakade, Martin Wattenberg, David Brandfonbrener","We present an approach called Q-probing to adapt a pre-trained language model to maximize a task-specific reward function. At a high level, Q-probing sits between heavier approaches such as finetuning and lighter approaches such as few shot prompting, but can also be combined with either. The idea is to learn a simple linear function on a model's embedding space that can be used to reweigh candidate completions. We theoretically show that this sampling procedure is equivalent to a KL-constrained maximization of the Q-probe as the number of samples increases. To train the Q-probes we consider either reward modeling or a class of novel direct policy learning objectives based on importance weighted policy gradients. With this technique, we see gains in domains with ground-truth rewards (code generation) as well as implicit rewards defined by preference data, even outperforming finetuning in data-limited regimes. Moreover, a Q-probe can be trained on top of an API since it only assumes access to sampling and embeddings."
Poster,Quality-Diversity Actor-Critic: Learning High-Performing and Diverse Behaviors via Value and Successor Features Critics,https://ICML.cc//virtual/2024/poster/34429,"Luca Grillotti, Maxence Faldor, Borja G. León, Antoine Cully","A key aspect of intelligence is the ability to demonstrate a broad spectrum of behaviors for adapting to unexpected situations. Over the past decade, advancements in deep reinforcement learning have led to groundbreaking achievements to solve complex continuous control tasks. However, most approaches return only one solution specialized for a specific problem. We introduce Quality-Diversity Actor-Critic (QDAC), an off-policy actor-critic deep reinforcement learning algorithm that leverages a value function critic and a successor features critic to learn high-performing and diverse behaviors. In this framework, the actor optimizes an objective that seamlessly unifies both critics using constrained optimization to (1) maximize return, while (2) executing diverse skills. Compared with other Quality-Diversity methods, QDAC achieves significantly higher performance and more diverse behaviors on six challenging continuous control locomotion tasks. We also demonstrate that we can harness the learned skills to adapt better than other baselines to five perturbed environments. Finally, qualitative analyses showcase a range of remarkable behaviors, available at: [http://bit.ly/qdac](bit.ly/qdac)."
Poster,Quality Diversity through Human Feedback: an Open-Ended Backend for Diversity-Driven Optimization,https://ICML.cc//virtual/2024/poster/34789,"Li Ding, Jenny Zhang, Jeff Clune, Lee Spector, Joel Lehman","Reinforcement Learning from Human Feedback (RLHF) has shown potential in qualitative tasks where easily-defined performance measures are lacking. However, there are drawbacks when it is used to optimize for average human preferences (as is common practice in RLHF), especially in generative tasks that demand diverse model responses. Meanwhile, Quality Diversity (QD) algorithms excel at identifying diverse and high-quality solutions but often rely on manually-crafted diversity metrics. This paper introduces Quality Diversity through Human Feedback (QDHF), a novel approach integrating human feedback into the QD framework. QDHF progressively infers diversity metrics from human judgments of similarity among solutions, thereby enhancing the applicability and effectiveness of QD algorithms. Our empirical studies show that QDHF significantly outperforms state-of-the-art methods in automatic diversity discovery and matches the efficacy of manually-crafted metrics for QD on standard benchmarks in robotics and reinforcement learning. Notably, in a latent space illumination task, QDHF substantially enhances the diversity of images generated by a diffusion model and was more favorably received in user studies. We conclude by analyzing QDHF's scalability and the quality of its derived diversity metrics, emphasizing its potential to improve exploration and diversity in complex, open-ended optimization tasks."
Poster,Quality-Diversity with Limited Resources,https://ICML.cc//virtual/2024/poster/34945,"Ren-Jian Wang, Ke Xue, Cong Guan, Chao Qian","Quality-Diversity (QD) algorithms have emerged as a powerful optimization paradigm with the aim of generating a set of high-quality and diverse solutions. To achieve such a challenging goal, QD algorithms require maintaining a large archive and a large population in each iteration, which brings two main issues, sample and resource efficiency. Most advanced QD algorithms focus on improving the sample efficiency, while the resource efficiency is overlooked to some extent. Particularly, the resource overhead during the training process has not been touched yet, hindering the wider application of QD algorithms. In this paper, we highlight this important research question, i.e., how to efficiently train QD algorithms with limited resources, and propose a novel and effective method called RefQD to address it. RefQD decomposes a neural network into representation and decision parts, and shares the representation part with all decision parts in the archive to reduce the resource overhead. It also employs a series of strategies to address the mismatch issue between the old decision parts and the newly updated representation part. Experiments on different types of tasks from small to large resource consumption demonstrate the excellent performance of RefQD: it not only uses significantly fewer resources (e.g., 16\% GPU memories on QDax and 3.7\% on Atari) but also achieves comparable or better performance compared to sample-efficient QD algorithms."
Poster,Quality-Weighted Vendi Scores And Their Application To Diverse Experimental Design,https://ICML.cc//virtual/2024/poster/33420,"Quan Nguyen, Adji Bousso Dieng","Experimental design techniques such as active search and Bayesian optimization are widely used in the natural sciences for data collection and discovery. However, existing techniques tend to favor exploitation over exploration of the search space, which causes them to get stuck in local optima. This _collapse_ problem prevents experimental design algorithms from yielding diverse high-quality data. In this paper, we extend the Vendi scores—a family of interpretable similarity-based diversity metrics—to account for quality. We then leverage these \emph{quality-weighted Vendi scores} to tackle experimental design problems across various applications, including drug discovery, materials discovery, and reinforcement learning. We found that quality-weighted Vendi scores allow us to construct policies for experimental design that flexibly balance quality and diversity, and ultimately assemble rich and diverse sets of high-performing data points. Our algorithms led to a 70\%–170\% increase in the number of effective discoveries compared to baselines."
Poster,Quantum Algorithm for Online Exp-concave Optimization,https://ICML.cc//virtual/2024/poster/34394,"Jianhao He, Chengchang Liu, Xutong Liu, Lvzhou Li, John C.S. Lui","We explore whether quantum advantages can be found for the zeroth-order feedback online exp-concave optimization problem, which is also known as bandit exp-concave optimization with multi-point feedback. We present quantum online quasi-Newton methods to tackle the problem and show that there exists quantum advantages for such problems. Our method approximates the Hessian by quantum estimated inexact gradient and can achieve $O(n\log T)$ regret with $O(1)$ queries at each round, where $n$ is the dimension of the decision set and $T$ is the total decision rounds. Such regret improves the optimal classical algorithm by a factor of $O(T^{2/3})$."
Poster,Quantum Algorithms and Lower Bounds for Finite-Sum Optimization,https://ICML.cc//virtual/2024/poster/34684,"Yexin Zhang, Chenyi Zhang, Cong Fang, Liwei Wang, Tongyang Li","Finite-sum optimization has wide applications in machine learning, covering important problems such as support vector machines, regression, etc. In this paper, we initiate the study of solving finite-sum optimization problems by quantum computing. Specifically, let $f_1,\ldots,f_n\colon\mathbb{R}^d\to\mathbb{R}$ be $\ell$-smooth convex functions and $\psi\colon\mathbb{R}^d\to\mathbb{R}$ be a $\mu$-strongly convex proximal function. The goal is to find an $\epsilon$-optimal point for $F(\mathbf{x})=\frac{1}{n}\sum_{i=1}^n f_i(\mathbf{x})+\psi(\mathbf{x})$. We give a quantum algorithm with complexity $\tilde{O}\big(n+\sqrt{\ell/\mu}\big(n^{1/4}d^{1/4}+\sqrt{d}\big)\big)$,  improving the classical tight bound  $\tilde{\Theta}\big(n+\sqrt{n\ell/\mu}\big)$. We also prove a quantum lower bound $\tilde{\Omega}(n+n^{3/4}(\ell/\mu)^{1/4})$ when $d$ is large enough. Both our quantum upper and lower bounds can extend to the cases where $\psi$ is not necessarily strongly convex, or each $f_i$ is Lipschitz but not necessarily smooth. In addition, when $F$ is nonconvex, our quantum algorithm can find an $\epsilon$-critial point using $\tilde{O}(n+\ell(d^{1/3}n^{1/3}+\sqrt{d})/\epsilon^2)$ queries."
Poster,Quantum Implicit Neural Representations,https://ICML.cc//virtual/2024/poster/34996,"Jiaming Zhao, Wenbo Qiao, Peng Zhang, Hui Gao","Implicit neural representations have emerged as a powerful paradigm to represent signals such as images and sounds. This approach aims to utilize neural networks to parameterize the implicit function of the signal. However, when representing implicit functions, traditional neural networks such as ReLU-based multilayer perceptrons face challenges in accurately modeling high-frequency components of signals. Recent research has begun to explore the use of Fourier Neural Networks (FNNs) to overcome this limitation. In this paper, we propose Quantum Implicit Representation Network (QIREN), a novel quantum generalization of FNNs. Furthermore, through theoretical analysis, we demonstrate that QIREN possesses a quantum advantage over classical FNNs. Lastly, we conducted experiments in signal representation, image superresolution, and image generation tasks to show the superior performance of QIREN compared to state-of-the-art (SOTA) models. Our work not only incorporates quantum advantages into implicit neural representations but also uncovers a promising application direction for Quantum Neural Networks."
Poster,Quantum Positional Encodings for Graph Neural Networks,https://ICML.cc//virtual/2024/poster/34426,"Slimane Thabet, Mehdi Djellabi, Igor Sokolov, Sachin Kasture, Louis-Paul Henry, Loic Henriet","In this work, we propose novel families of positional encodings tailored to graph neural networks obtained with quantum computers. These encodings leverage the long-range correlations inherent in quantum systems that arise from mapping the topology of a graph onto interactions between qubits in a quantum computer. Our inspiration stems from the recent advancements in quantum processing units, which offer computational capabilities beyond the reach of classical hardware. We prove that some of these quantum features are theoretically more expressive for certain graphs than the commonly used relative random walk probabilities. Empirically, we show that the performance of state-of-the-art models can be improved on standard benchmarks and large-scale datasets by computing tractable versions of quantum features. Our findings highlight the potential of leveraging quantum computing capabilities to enhance the performance of transformers in handling graph data."
Poster,Quantum Theory and Application of Contextual Optimal Transport,https://ICML.cc//virtual/2024/poster/34782,"Nicola Mariella, Albert Akhriev, Francesco Tacchino, Christa Zoufal, Juan Gonzalez-Espitia, Benedek Harsanyi, Eugene Koskin, Ivano Tavernelli, Stefan Woerner, Marianna Rapsomaniki, Sergiy Zhuk, Jannis Born","Optimal Transport (OT) has fueled machine learning (ML) applications across many domains. In cases where paired data measurements (µ, ν) are coupled to a context variable p_i , one may aspire to learn a global transportation map that can be parameterized through a potentially unseen con-text. Existing approaches utilize Neural OT and largely rely on Brenier’s theorem. Here, we propose a first-of-its-kind quantum computing formulation for amortized optimization of contextualized transportation plans. We exploit a direct link between doubly stochastic matrices and unitary operators thus finding a natural connection between OT and quantum computation. We verify our method on synthetic and real data, by predicting variations in cell type distributions parameterized through drug dosage as context. Our comparisons to several baselines reveal that our method can capture dose-induced variations in cell distributions, even to some extent when dosages are extrapolated and sometimes with performance similar to the best classical models. In summary, this is a first step toward learning to predict contextualized transportation plans through quantum."
Poster,Quasi-Monte Carlo Random Features for Kernel Approximation,https://ICML.cc//virtual/2024/poster/33426,"ZHEN HUANG, Jiajin Sun, Yian Huang","Random features (Rahimi & Recht, 2007), based on Monte Carlo (MC) method, is one of the most popular approximation techniques to accelerate kernel methods. We show for a class of kernels, including Gaussian kernels, Quasi-Monte Carlo (QMC) methods can be used in place of MC to improve the approximation error from $O_P(1/\sqrt{M})$ to $O(1/M)$ (up to logarithmic factors), for estimating both the kernel function itself and the associated integral operator, where $M$ is the number of random features being used. Furthermore, we demonstrate the advantage of QMC based random features in the case of kernel ridge regression, where theoretically, fewer random features suffice to guarantee the same convergence rate of the excess risk. In practice, the QMC kernel approximation approach is easily implementable and shows superior performance, as supported by the empirical evidence provided in the paper."
Poster,QUEST: Query-Aware Sparsity for Efficient Long-Context LLM Inference,https://ICML.cc//virtual/2024/poster/34319,"Jiaming Tang, Yilong Zhao, Kan Zhu, Guangxuan Xiao, Baris Kasikci, Song Han","As the demand for long-context large language models (LLMs) increases, models with context windows of up to 128k or 256k tokens are becoming increasingly prevalent. However, long-context LLM inference is challenging since the inference speed decreases significantly as the sequence length grows. This slowdown is primarily caused by loading a large KV cache during self-attention. Previous works have shown that a small portion of critical tokens will dominate the attention outcomes. However, we observe the criticality of a token highly depends on the query. To this end, we propose Quest, a query-aware token criticality estimation algorithm. Quest keeps track of the minimal and maximal Key values in KV cache pages and estimates the criticality of a given page using Query vectors. By only loading the Top-K critical KV cache pages for attention, Quest significantly speeds up self-attention without sacrificing accuracy. We show that Quest can achieve up to 6.98x self-attention speedup, which reduces inference latency by 2.27x while performing well on tasks with long dependencies with negligible accuracy loss."
Poster,QuIP#: Even Better LLM Quantization with Hadamard Incoherence and Lattice Codebooks,https://ICML.cc//virtual/2024/poster/34816,"Albert Tseng, Jerry Chee, Qingyao Sun, Volodymyr Kuleshov, Chris De Sa","Post-training quantization (PTQ) reduces the memory use of LLMs by quantizing their weights to low-precision data types. In this work, we introduce QuIP\#, a weight-only PTQ method that achieves state-of-the-art results in extreme compression regimes ($\le 4$ bits per weight) using three novel changes. First, QuIP\# improves the incoherence processing from QuIP using the Randomized Hadamard Transform, which is faster and has better theoretical properties. Second, QuIP\# uses vector quantization techniques to take advantage of the ball-shaped sub-Gaussian distribution that incoherent weights possess: specifically, we introduce a set of hardware-efficient codebooks based on the highly symmetric $E_8$ lattice, which achieves the optimal 8-dimension unit ball packing. Third, QuIP\# uses fine-tuning to improve fidelity to the original model. Our experiments show that QuIP\# outperforms existing PTQ methods, enables new behavior in PTQ scaling, and supports fast inference."
Poster,QuRating: Selecting High-Quality Data for Training Language Models,https://ICML.cc//virtual/2024/poster/34502,"Alexander Wettig, Aatmik Gupta, Saumya Malik, Danqi Chen","Selecting high-quality pre-training data is important for creating capable language models, but existing methods rely on simple heuristics. We introduce QuRating, a method for selecting pre-training data that captures the abstract qualities of texts which humans intuitively perceive.  In this paper, we employ LLMs to discern these qualities, and enhance their reliability by eliciting pairwise comparisons of texts. We investigate four qualities - *writing style*, *required expertise*, *facts & trivia*, and *educational value*. We train a QuRater model to learn scalar ratings from pairwise judgments, and use it to annotate a 260B training corpus with fine-grained quality ratings. In our experiments, we sample 30B tokens according to different quality ratings and train 1.3B-parameter language models on the selected data. We find that it is important to balance quality and diversity when selecting data.  With appropriate sampling, our models achieve lower perplexity and stronger in-context learning performance than baselines. Beyond data selection, we use quality ratings to construct  curricula which improve performance while training on the same dataset.  We feature extensive analysis of the characteristics and biases of the quality ratings. We release our prompts, models and annotated data (QuRatedPajama) to encourage further research."
Poster,R2E: Turning any Github Repository into Programming Agent Test Environment,https://ICML.cc//virtual/2024/poster/33250,"Naman Jain, Manish Shetty Molahalli, Tianjun Zhang, Shangdian Han, Koushik Sen, Ion Stoica","While Large Language Models' coding capabilities have advanced rapidly, corresponding evaluation benchmarks on real-world programming setups are yet to catch up. Building a scalable and interactive testbed for evaluating general-purpose AI coding agents for real-world code has been challenging. In this paper, we present Repository to Environment (R2E), a framework that can turn any GitHub repository into a test environment to evaluate the performance of code-generating systems, both static and interactive. We instantiate our framework to build the first large-scale benchmark, R2E-Eval, for building realistic environments for AI coding assistants. Our results demonstrate that even when SOTA models cannot generate correct solutions with advanced prompting techniques, they can effectively use environment feedback highlighting the need to move from static functional coding to interactive programming paradigm."
Poster,Random Exploration in Bayesian Optimization: Order-Optimal Regret and Computational Efficiency,https://ICML.cc//virtual/2024/poster/32870,"Sudeep Salgia, Sattar Vakili, Qing Zhao","We consider Bayesian optimization using Gaussian Process models, also referred to as kernel-based bandit optimization. We study the methodology of exploring the domain using random samples drawn from a distribution. We show that this random exploration approach achieves the optimal error rates. Our analysis is based on novel concentration bounds in an infinite dimensional Hilbert space established in this work, which may be of independent interest. We further develop an algorithm based on random exploration with domain shrinking and establish its order-optimal regret guarantees under both noise-free and noisy settings. In the noise-free setting, our analysis closes the existing gap in regret performance and thereby *resolves a COLT open problem*. The proposed algorithm also enjoys a computational advantage over prevailing methods due to the random exploration that obviates the expensive optimization of a non-convex acquisition function for choosing the query points at each iteration."
Poster,Random features models: a way to study the success of naive imputation,https://ICML.cc//virtual/2024/poster/34736,"Alexis Ayme, Claire Boyer, Aymeric Dieuleveut, Erwan Scornet","Constant (naive) imputation is still widely used in practice as this is a first easy-to-use technique to deal with missing data. Yet, this simple method could be expected to induce a large bias for prediction purposes, as the imputed input may strongly differ from the true underlying data. However, recent works suggest that this bias is low in the context of high-dimensional linear predictors when data is supposed to be missing completely at random (MCAR). This paper completes the picture for linear predictors by confirming the intuition that the bias is negligible  and  that surprisingly naive imputation also remains relevant in very low dimension. To this aim, we consider a unique underlying random features model, which offers a rigorous framework for studying predictive performances, whilst the dimension of the observed features varies. Building on these theoretical results, we establish finite-sample bounds on stochastic gradient (SGD) predictors applied to zero-imputed data, a strategy particularly well suited for large-scale learning. If the MCAR assumption appears to be strong, we show that similar favorable behaviors occur for more complex missing data scenarios."
